episode,global_step,epsilon,reward,coverage,final_health,length,new_tile_rate,revisit_rate,wall_hit_rate,turn_streak_rate,hazard_contact_rate,action_forward_rate,action_left_rate,action_right_rate,max_no_new_tile_streak,stagnation_step_rate,coverage_gain_25,energy_spent,coverage_gain_per_energy,new_tiles_per_energy,turn_oscillation_rate,forward_after_turn_success_rate,coverage_at_step_50,coverage_at_step_100,coverage_at_step_150,mean_loss,mean_q_loss,mean_aux_loss,aux_weight,eval_reward_mean,eval_coverage_mean,eval_final_health_mean,eval_length_mean,eval_survival_rate,eval_death_rate,eval_new_tile_rate_mean,eval_revisit_rate_mean,eval_wall_hit_rate_mean,eval_turn_streak_rate_mean,eval_hazard_contact_rate_mean,eval_action_forward_rate_mean,eval_action_left_rate_mean,eval_action_right_rate_mean,eval_max_no_new_tile_streak_mean,eval_stagnation_step_rate_mean,eval_coverage_gain_25_mean,eval_energy_spent_mean,eval_coverage_gain_per_energy_mean,eval_new_tiles_per_energy_mean,eval_turn_oscillation_rate_mean,eval_forward_after_turn_success_rate_mean,eval_coverage_at_step_50_mean,eval_coverage_at_step_100_mean,eval_coverage_at_step_150_mean,holdout_eval_reward_mean,holdout_eval_coverage_mean,holdout_eval_final_health_mean,holdout_eval_length_mean,holdout_eval_survival_rate,holdout_eval_death_rate,holdout_eval_new_tile_rate_mean,holdout_eval_revisit_rate_mean,holdout_eval_wall_hit_rate_mean,holdout_eval_turn_streak_rate_mean,holdout_eval_hazard_contact_rate_mean,holdout_eval_action_forward_rate_mean,holdout_eval_action_left_rate_mean,holdout_eval_action_right_rate_mean,holdout_eval_max_no_new_tile_streak_mean,holdout_eval_stagnation_step_rate_mean,holdout_eval_coverage_gain_25_mean,holdout_eval_energy_spent_mean,holdout_eval_coverage_gain_per_energy_mean,holdout_eval_new_tiles_per_energy_mean,holdout_eval_turn_oscillation_rate_mean,holdout_eval_forward_after_turn_success_rate_mean,holdout_eval_coverage_at_step_50_mean,holdout_eval_coverage_at_step_100_mean,holdout_eval_coverage_at_step_150_mean,eval_soft_score
75,11250,0.88125,-1.524227104187012,0.49333333333333335,0,186,0.5913978494623656,0.005376344086021506,0.07526881720430108,0.08064516129032258,0.0,0.6720430107526881,0.13978494623655913,0.1881720430107527,5.0,0.0,0.06393939393939393,130.41168670654275,0.003748811944967823,0.8434826876177601,0.0,0.8260869565217391,0.1288888888888889,0.28888888888888886,0.4266666666666667,0.007928424375131726,0.003277676249854267,0.03307198621332645,0.140625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,11398,0.8796877777777777,-3.2359705038070676,0.3377777777777778,0,148,0.5067567567567568,0.0472972972972973,0.11486486486486487,0.06756756756756757,0.0,0.668918918918919,0.1554054054054054,0.17567567567567569,18.0,0.14189189189189189,0.055877616747181974,100.79019527435278,0.003307199995257414,0.7441199989329181,0.0,0.6923076923076923,0.16,0.25333333333333335,nan,0.009080116124823689,0.003387631895020604,0.04051590366289019,0.14049999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,11532,0.8782733333333334,-3.726782686233525,0.3333333333333333,0,134,0.5522388059701493,0.029850746268656716,0.16417910447761194,0.022388059701492536,0.0,0.746268656716418,0.11194029850746269,0.1417910447761194,14.0,0.07462686567164178,0.06403292181069958,100.64554939270003,0.0032677936667186965,0.7352535750117066,0.0,0.6774193548387096,0.1111111111111111,0.2311111111111111,nan,0.008180254837498069,0.003302535065449774,0.03474778030067682,0.140375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,11743,0.8760461111111111,-6.146083115100872,0.43555555555555553,0,211,0.4597156398104265,0.037914691943127965,0.1848341232227488,0.06635071090047394,0.004739336492890996,0.6824644549763034,0.16113744075829384,0.15639810426540285,22.0,0.18009478672985782,0.05041526374859707,140.6198391914366,0.0030657915240836424,0.6898030929188196,0.0,0.6226415094339622,0.1288888888888889,0.22666666666666666,0.3422222222222222,0.008225266309455036,0.0036824963288381697,0.03239051708951592,0.14024999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79,11893,0.8744627777777778,-4.803961651563645,0.3688888888888889,-1,150,0.5466666666666666,0.02666666666666667,0.12,0.06666666666666667,0.006666666666666667,0.6933333333333334,0.15333333333333332,0.15333333333333332,23.0,0.14,0.060740740740740734,113.22820620536784,0.003218671889788952,0.7242011752025141,0.0,0.6666666666666666,0.1511111111111111,0.28888888888888886,0.3688888888888889,0.00790437739342451,0.003419634606689215,0.032005300372838975,0.140125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,12062,0.8726788888888889,-3.7774799273014112,0.43555555555555553,0,169,0.5739644970414202,0.01775147928994083,0.08284023668639054,0.047337278106508875,0.0,0.6745562130177515,0.17751479289940827,0.14792899408284024,21.0,0.11242603550295859,0.06439431913116123,120.1759993076324,0.00358733119420569,0.8071495186962803,0.0,0.7872340425531915,0.1511111111111111,0.24444444444444444,0.37333333333333335,0.007930479710921645,0.0037547234911471604,0.029826830234378578,0.13999999999999999,-70.99913538873194,0.36577777777777776,0.5,197.3,0.3,0.7,0.43728154826637666,0.06068162246006633,0.000628930817610063,0.38355817220452615,0.0,0.4985921015440531,0.17855464113899194,0.322853257316955,77.4,0.3791053252815457,0.046889947089947086,124.62224179744703,0.0028798929309314008,0.6479759094595651,0.0,0.7349768187895653,0.1848888888888889,0.2982222222222222,0.34617283950617284,-68.46161172835825,0.41288888888888886,0.5,211.7,0.3,0.7,0.4446050548546353,0.04495680973792143,0.0022405405405405408,0.3858873866471392,0.0,0.4918024051330973,0.2256318490821115,0.2825657457847911,76.0,0.3478258397086763,0.04795731922398589,132.62773074626915,0.003011511713464204,0.6775901355294459,0.0,0.772378325024156,0.18311111111111114,0.3013333333333333,0.36933333333333335,0.6776210367001062
81,12256,0.8706311111111111,-6.009999999999997,0.3377777777777778,0,194,0.3865979381443299,0.0979381443298969,0.15463917525773196,0.06701030927835051,0.0,0.6391752577319587,0.15979381443298968,0.20103092783505155,37.0,0.29381443298969073,0.04166666666666667,120.19999999999962,0.0027731558513588556,0.6239600665557424,0.0,0.5614035087719298,0.14222222222222222,0.24,0.3288888888888889,0.006622316827997565,0.0036354559706524014,0.021353786718100308,0.139875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
82,12480,0.8682666666666667,-8.192529742717742,0.4,0,224,0.39732142857142855,0.0625,0.19196428571428573,0.06696428571428571,0.0,0.6517857142857143,0.1875,0.16071428571428573,41.0,0.27232142857142855,0.04395061728395062,140.3193308830259,0.0028189669453690717,0.6342675627080411,0.004464285714285714,0.5714285714285714,0.1111111111111111,0.24888888888888888,0.3111111111111111,0.0058364809025079015,0.0038301208289340137,0.014356780238449574,0.13974999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,12656,0.8664088888888889,-4.68566185426712,0.40444444444444444,0,176,0.5113636363636364,0.022727272727272728,0.13068181818181818,0.11931818181818182,0.0,0.6647727272727273,0.18181818181818182,0.1534090909090909,18.0,0.125,0.05,120.13963670730557,0.003329459044183013,0.7491282849411779,0.005681818181818182,0.7567567567567568,0.11555555555555555,0.24888888888888888,0.3688888888888889,0.00532973469235003,0.0037116964580491186,0.011588456481695176,0.139625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
84,12834,0.86453,-3.1908103075027485,0.38666666666666666,0,178,0.48314606741573035,0.07303370786516854,0.11797752808988764,0.033707865168539325,0.0,0.6741573033707865,0.1797752808988764,0.14606741573033707,24.0,0.1853932584269663,0.04777777777777778,120.8362886428831,0.003163141027542093,0.7117067311969709,0.0,0.6153846153846154,0.12,0.18222222222222223,0.3111111111111111,0.004639780148863792,0.0034330493770539762,0.00865039937198162,0.13949999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,12974,0.8630522222222222,-2.666008512735367,0.3333333333333333,0,140,0.5285714285714286,0.05,0.10714285714285714,0.05,0.0,0.6857142857142857,0.14285714285714285,0.17142857142857143,9.0,0.05714285714285714,0.056296296296296296,100.00960488319379,0.0032885730252910673,0.7399289306904901,0.0,0.7567567567567568,0.14666666666666667,0.25333333333333335,nan,0.004799517430365085,0.003526617609895766,0.009132913639768958,0.139375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,13164,0.8610466666666667,-0.991877678394315,0.49777777777777776,0,190,0.5842105263157895,0.03684210526315789,0.06315789473684211,0.03684210526315789,0.0,0.6842105263157895,0.14210526315789473,0.1736842105263158,10.0,0.04736842105263158,0.065,131.11312074661225,0.0037626541914652753,0.846597193079687,0.0,0.7547169811320755,0.1511111111111111,0.2577777777777778,0.37777777777777777,0.00449942194391042,0.0034939882112666964,0.007220350112766028,0.13924999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
87,13371,0.8588616666666666,-2.1459525330066676,0.5066666666666667,0,207,0.5458937198067633,0.03864734299516908,0.09178743961352658,0.06763285024154589,0.0,0.6763285024154589,0.15458937198067632,0.16908212560386474,9.0,0.05314009661835749,0.05707231040564374,140.4185955524444,0.003576607644068404,0.8047367199153909,0.004830917874396135,0.7169811320754716,0.14222222222222222,0.24444444444444444,0.37777777777777777,0.004890996962785721,0.0036603085696697234,0.008845917880535126,0.139125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,13503,0.8574683333333334,-2.7737296185493463,0.3511111111111111,0,132,0.5909090909090909,0.030303030303030304,0.08333333333333333,0.06818181818181818,0.0,0.7045454545454546,0.1590909090909091,0.13636363636363635,13.0,0.09090909090909091,0.05777777777777777,100.15932970046987,0.0034611520235147937,0.7787592052908286,0.007575757575757576,0.7586206896551724,0.14222222222222222,0.27555555555555555,nan,0.004542686836794018,0.0035224560415372252,0.007339789904654026,0.13899999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89,13655,0.8558638888888889,-6.446568383932116,0.3377777777777778,-1,152,0.4934210526315789,0.046052631578947366,0.14473684210526316,0.08552631578947369,0.006578947368421052,0.6842105263157895,0.14473684210526316,0.17105263157894737,32.0,0.19736842105263158,0.05492063492063497,114.71017508506762,0.002905874157075757,0.6538216853420452,0.0,0.6,0.17333333333333334,0.2088888888888889,0.3333333333333333,0.004432660667225719,0.0034180083777755497,0.007306227693334222,0.138875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,13872,0.8535733333333333,-9.79903241109848,0.4222222222222222,0,217,0.43317972350230416,0.041474654377880185,0.17050691244239632,0.09216589861751152,0.0,0.6451612903225806,0.17511520737327188,0.17972350230414746,46.0,0.21658986175115208,0.046419753086419754,161.25745153427144,0.0025907502183797632,0.5829187991354466,0.0,0.6140350877192983,0.1111111111111111,0.24444444444444444,0.3688888888888889,0.004685589531436563,0.003589427098631859,0.007900269748643041,0.13874999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,13950,0.85275,-4.191511589050295,0.19555555555555557,0,78,0.5512820512820513,0.01282051282051282,0.08974358974358974,0.05128205128205128,0.01282051282051282,0.6538461538461539,0.14102564102564102,0.20512820512820512,11.0,0.07692307692307693,0.07222222222222223,70.36677703857421,0.0027159281574932206,0.6110838354359746,0.0,0.782608695652174,0.1111111111111111,nan,nan,0.004641440277919173,0.003533764090389013,0.007990450970828534,0.138625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,14098,0.8511877777777778,-1.1126501293182378,0.38222222222222224,0,148,0.5743243243243243,0.0472972972972973,0.08783783783783784,0.04054054054054054,0.0,0.7094594594594594,0.11486486486486487,0.17567567567567569,11.0,0.060810810810810814,0.06373590982286635,100.18714408874487,0.0037707210961432903,0.8484122466322402,0.0,0.75,0.1511111111111111,0.27555555555555555,nan,0.004994947975501418,0.0038322883658111094,0.008394654281437397,0.13849999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,14261,0.8494672222222223,-2.3343606412410733,0.40444444444444444,0,163,0.5521472392638037,0.06748466257668712,0.04294478527607362,0.0736196319018405,0.0,0.6625766871165644,0.1901840490797546,0.147239263803681,10.0,0.03680981595092025,0.058315018315018306,120.06057753562919,0.0033316514730349018,0.7496215814328528,0.0,0.7619047619047619,0.14222222222222222,0.28,0.39555555555555555,0.004241224937140941,0.0033913053572177886,0.006142146792262793,0.138375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,14466,0.8473033333333333,-7.53209249019623,0.4088888888888889,0,205,0.44390243902439025,0.06341463414634146,0.15609756097560976,0.05365853658536585,0.0,0.6634146341463415,0.16585365853658537,0.17073170731707318,50.0,0.22439024390243903,0.050864197530864214,140.63897609710685,0.002875763573287025,0.6470468039895806,0.004878048780487805,0.6379310344827587,0.13333333333333333,0.28444444444444444,0.3422222222222222,0.004763077548705042,0.003651500935666263,0.008040337869897485,0.13824999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,14628,0.8455933333333333,-21.454493512392048,0.16444444444444445,0,162,0.2222222222222222,0.024691358024691357,0.37037037037037035,0.09876543209876543,0.0,0.6172839506172839,0.2222222222222222,0.16049382716049382,60.0,0.5246913580246914,0.022857142857142857,100.30946202278106,0.0015950638830428854,0.3588893736846492,0.0,0.2826086956521739,0.13777777777777778,0.16,0.16444444444444445,0.005120888724923134,0.003956840117461979,0.008427501609548926,0.138125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
96,14779,0.8439994444444444,-2.5088386497497552,0.3466666666666667,0,151,0.5099337748344371,0.039735099337748346,0.10596026490066225,0.059602649006622516,0.0,0.6556291390728477,0.1390728476821192,0.2052980132450331,12.0,0.059602649006622516,0.06412698412698423,100.02703475952131,0.0034212972827293276,0.7697918886140986,0.0,0.813953488372093,0.13333333333333333,0.2577777777777778,0.3422222222222222,0.004491757648065686,0.003514700848609209,0.0070801216410472986,0.13799999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,14919,0.8425216666666666,-4.107291741132735,0.29333333333333333,0,140,0.4642857142857143,0.08571428571428572,0.12857142857142856,0.06428571428571428,0.0,0.6785714285714286,0.12857142857142856,0.19285714285714287,29.0,0.2,0.048641975308641984,100.92658801078794,0.0028623665436704336,0.6440324723258476,0.0,0.6388888888888888,0.16444444444444445,0.28444444444444444,nan,0.00515855080448091,0.003961099917069078,0.008685046946629882,0.137875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,15076,0.8408644444444444,-10.777067947149277,0.25333333333333335,0,157,0.35668789808917195,0.03184713375796178,0.2484076433121019,0.07643312101910828,0.0,0.6369426751592356,0.1464968152866242,0.21656050955414013,36.0,0.3057324840764331,0.035555555555555556,100.00064711570712,0.00248887278300218,0.5599963761754905,0.0,0.4888888888888889,0.14222222222222222,0.23555555555555555,0.25333333333333335,0.004138053697533906,0.0032615222968161105,0.0063632041681557895,0.13774999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,15254,0.8389855555555555,-7.875336629867556,0.26666666666666666,0,178,0.33146067415730335,0.06741573033707865,0.20224719101123595,0.11235955056179775,0.0056179775280898875,0.601123595505618,0.20224719101123595,0.19662921348314608,43.0,0.38202247191011235,0.03685185185185183,110.06987266540496,0.002382325116513366,0.5360231512155074,0.0,0.46,0.1511111111111111,0.20444444444444446,0.21777777777777776,0.004481760156340897,0.0035379818407818677,0.006857607839629054,0.137625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,15411,0.8373283333333333,-3.2730978107452398,0.40444444444444444,0,157,0.5732484076433121,0.01910828025477707,0.08917197452229299,0.050955414012738856,0.0,0.6815286624203821,0.1337579617834395,0.18471337579617833,10.0,0.06369426751592357,0.06530612244897958,120.10569343566877,0.0033303999881924727,0.7493399973433064,0.006369426751592357,0.6904761904761905,0.11555555555555555,0.2577777777777778,0.38222222222222224,0.00465703543741256,0.0034961555153131484,0.008442762773483992,0.13749999999999998,-168.70465213439462,0.28088888888888885,1.1,222.2,0.6,0.4,0.2844549023267388,0.006727719089421218,0.0,0.649243631464964,0.0,0.2911826214161601,0.032533980079892735,0.6762833985039471,142.1,0.6060579796587635,0.03135679012345679,113.5900203275676,0.0024117163676598877,0.5426361827234747,0.0,0.9628138528138527,0.18133333333333335,0.2617777777777778,0.3033333333333333,-168.024636074543,0.2777777777777778,0.8,219.3,0.4,0.6,0.2828138720947173,0.005193296089385474,0.0009586592178770951,0.6522436854296493,0.0,0.28896582740197985,0.019782447846522992,0.6912517247514971,140.3,0.6159807354492532,0.030041446208112877,118.2412959480284,0.00220949051279572,0.4971353653790371,0.0,0.967608695652174,0.1688888888888889,0.24577777777777773,0.27644444444444444,0.5308717510473848
101,15564,0.8357133333333333,-2.5802306339740757,0.4088888888888889,0,153,0.5947712418300654,0.026143790849673203,0.0457516339869281,0.058823529411764705,0.0,0.6666666666666666,0.20261437908496732,0.13071895424836602,6.0,0.006535947712418301,0.057777777777777775,120.21172032356239,0.003364434377578493,0.7569977349551608,0.0,0.8809523809523809,0.14222222222222222,0.29333333333333333,0.4088888888888889,0.005455578165128827,0.004501862078905105,0.00694242911413312,0.137375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,15712,0.8341511111111111,-10.674946707725528,0.24,0,148,0.3581081081081081,0.06756756756756757,0.16216216216216217,0.10810810810810811,0.006756756756756757,0.5878378378378378,0.1891891891891892,0.22297297297297297,53.0,0.36486486486486486,0.0401610305958132,110.39949245452888,0.002133665203692632,0.4800746708308422,0.006756756756756757,0.5333333333333333,0.11555555555555555,0.17777777777777778,nan,0.005248008389025926,0.004223449295386672,0.007464910997077823,0.13724999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,15904,0.8321244444444444,-7.980000000000002,0.29333333333333333,0,192,0.3385416666666667,0.09375,0.22395833333333334,0.07291666666666667,0.0,0.65625,0.15104166666666666,0.19270833333333334,67.0,0.40625,0.03950980392156863,120.59999999999961,0.0023954302561267817,0.5389718076285258,0.005208333333333333,0.40384615384615385,0.1688888888888889,0.21777777777777776,0.21777777777777776,0.0050389011390507225,0.004056185600347817,0.007166567724198103,0.137125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,16063,0.8304461111111111,-2.540242938995361,0.41333333333333333,0,159,0.5786163522012578,0.018867924528301886,0.050314465408805034,0.05660377358490566,0.006289308176100629,0.6477987421383647,0.1761006289308176,0.1761006289308176,4.0,0.0,0.06405643738977071,120.67850418090806,0.0033882495616280365,0.7623561513663082,0.0,0.851063829787234,0.15555555555555556,0.2577777777777778,0.39111111111111113,0.0050644745584577325,0.0038286902708932757,0.009020324237644673,0.13699999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,16191,0.829095,-1.1909801473617536,0.35555555555555557,0,128,0.6171875,0.0078125,0.0546875,0.0625,0.0078125,0.6796875,0.1640625,0.15625,4.0,0.0,0.06395061728395064,90.31409664154033,0.003887666755995832,0.8747250200990621,0.0078125,0.9393939393939394,0.1511111111111111,0.28,nan,0.005154450726695359,0.004250718001276255,0.006602612975984812,0.136875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
106,16375,0.8271527777777778,-5.702500000000004,0.3022222222222222,0,184,0.3641304347826087,0.08152173913043478,0.15760869565217392,0.125,0.0,0.6032608695652174,0.17391304347826086,0.22282608695652173,49.0,0.391304347826087,0.042160493827160486,110.69999999999963,0.0026899528254541896,0.6052393857271926,0.0,0.46,0.1688888888888889,0.24,0.24888888888888888,0.005401536030694843,0.0045187585055828094,0.006455411482602358,0.13674999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
107,16547,0.8253372222222222,-5.047307767868044,0.3511111111111111,0,172,0.45348837209302323,0.06395348837209303,0.13953488372093023,0.06395348837209303,0.0,0.6569767441860465,0.18023255813953487,0.16279069767441862,23.0,0.19186046511627908,0.050822510822510825,120.52674064636209,0.0028762635146985555,0.647159290807175,0.0,0.625,0.15555555555555556,0.22666666666666666,0.28444444444444444,0.006020773621276021,0.00502302679233253,0.007302812999114394,0.136625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
